Adresse;Art;Datum;Preis;Preis2;price
"Vicianum Petrolium GmbH

Route du Pra Rond 6, 1785 Cressier FR";Bleifrei;16.12.2022;1,750 sFr;1,750 sFr;1
"Coop

Hauptstr. 15, 5070 Frick";Bleifrei;20.03.2011;1,750 sFr;;1
"Coop Pronto

ch Pré Neuf, 1400 Yverdon-les-Bains";Bleifrei;02.07.2021;1,750 sFr;1,930 sFr;1
"Jubin

Route de Porrentruy 195, 2923 Courtemaîche";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"Jubin

Route de Belfort 52, 2900 Porrentruy";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"BP

Frauenfelderstrasse 9, 8404 Winterthur";Bleifrei;04.10.2021;1,750 sFr;1,900 sFr;1
"Scall

Bernstr. 215, 4852 Rothrist";Bleifrei;17.12.2022;1,750 sFr;1,750 sFr;1
"Tamoil

Tösstalstr. 306, 8405 Winterthur";Bleifrei;04.10.2021;1,750 sFr;1,900 sFr;1
"Bruno Bachmann

Uznacherstr. 21, 8722 Kaltbrunn";Bleifrei;14.12.2022;1,750 sFr;1,750 sFr;1
"Pizol-Garage

Sarganserstr. 78, 8887 Mels";Bleifrei;15.12.2022;1,750 sFr;1,750 sFr;1
"Fam. Rupf AG

Petersburg 416, 8262 Ramsen";Bleifrei;09.12.2022;1,750 sFr;1,750 sFr;1
"Avia

Frauenfelderstr. 44, 8404 Winterthur";Bleifrei;04.10.2021;1,750 sFr;1,900 sFr;1
"Avia

Studacherstrasse 1, 5415 Nussbaumen AG";Bleifrei;10.12.2022;1,750 sFr;1,750 sFr;1
"Jubin

Route de Courtavon 61, 2946 Miécourt";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"Jubin

Les Vies de Bâle 1, 2942 Alle";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"Agrola

Les Vies de Coeuve 1, 2942 Alle";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"Mazut

Route du Creugenat, 2905 Courtedoux";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"Jubin

Route de Besançon 10H, 2906 Chevenez";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"Paupe

Rue de France 79, 2916 Fahy";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"Jubin

Rue de Porrentruy 108, 2916 Fahy";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"BP

Rue du Gravier 1, 2900 Porrentruy";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"Jubin

Route de Courtedoux 8, 2900 Porrentruy";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"Paupe

Route de Courtedoux 26, 2900 Porrentruy";Bleifrei;02.01.2022;1,750 sFr;1,880 sFr;1
"Josef Huber AG

Rengglochstrasse 52, 6012 Obernau";Bleifrei;27.11.2022;1,750 sFr;1,740 sFr;1
"Agip

Horbetstr. 8, 8215 Hallau";Bleifrei;24.09.2011;1,750 sFr;;1
"BP

Via ai Saleggi, 6600 Locarno";Bleifrei;11.04.2013;1,750 sFr;;1
"Esso

Via San Jorio, 6600 Locarno";Bleifrei;11.04.2013;1,750 sFr;;1
"Agip

Via Bernardino Luini 21, 6600 Locarno";Bleifrei;12.04.2013;1,750 sFr;;1
"Agrola

Schulhausstr. 21, 8722 Kaltbrunn";Bleifrei;14.12.2022;1,750 sFr;1,750 sFr;1
"Station Avia

rue Lausanne 71, 1110 Morges";Bleifrei;06.10.2021;1,750 sFr;1,900 sFr;1
"Shell

Stanserstr. 1, 6374 Buochs";Bleifrei;13.10.2014;1,750 sFr;;1
"Coop

Frutigenstrasse 71, 3604 Thun";Bleifrei;22.07.2014;1,750 sFr;;1
"Migrol

Petersburg 343B, 8262 Ramsen";Bleifrei;09.12.2022;1,750 sFr;1,750 sFr;1
"Spurt

Hauptstr. , 8882 Unterterzen";Bleifrei;15.12.2022;1,750 sFr;1,750 sFr;1
"Avia

Grüningerstr. 152, 8626 Ottikon";Bleifrei;27.07.2021;1,749 sFr;1,919 sFr;1
"Tankbar

Täfernstr. 22, 5405 Baden";Bleifrei;19.12.2022;1,749 sFr;1,749 sFr;1
"Avia

Tösstalstr. 61, 8486 Rikon im Tösstal";Bleifrei;04.10.2021;1,749 sFr;1,899 sFr;1
"Auto Krauer AG

Luzernerstr. 19, 6206 Neuenkirch";Bleifrei;07.05.2014;1,748 sFr;;1
"Ruedi Rüssel

Luzernerstr. 54, 6025 Neudorf";Bleifrei;04.12.2022;1,745 sFr;1,735 sFr;1
"Föry Barmettler Brennstoff AG

Fännring 1, 6403 Küssnacht am Rigi";Bleifrei;12.12.2022;1,745 sFr;1,745 sFr;1
"VC Carroserie

Hauptsr. 1, 4448 Läufelfingen";Bleifrei;19.02.2022;1,740 sFr;1,810 sFr;1
"Avia

Hauptstr. 102, 9422 Staad SG";Bleifrei;04.10.2021;1,740 sFr;1,890 sFr;1
"Avia

Hauptstr. 2, 9422 Staad SG";Bleifrei;04.10.2021;1,740 sFr;1,890 sFr;1
"Eni

Via Monte Ceneri 11, 6512 Giubiasco";Bleifrei;11.10.2021;1,740 sFr;1,890 sFr;1
"Freie Tankstelle Gassman

Hauptstr. 13, 8265 Mammern";Bleifrei;04.06.2013;1,740 sFr;;1
"Coop

Wengimattstrasse 1, 4710 Balsthal";Bleifrei;02.01.2022;1,740 sFr;1,870 sFr;1
"Avia

Via Cantonale, 6716 Acquarossa";Bleifrei;16.01.2022;1,740 sFr;1,870 sFr;1
"Stäger-Z AG

Haupstr. 42, 8756 Mitlödi";Bleifrei;19.12.2022;1,740 sFr;1,740 sFr;1
"Migrol

Zona Comprovasco, 6716 Acquarossa";Bleifrei;16.01.2022;1,740 sFr;1,870 sFr;1
"Capitol-Tankstelle Germann

Rorschacherstr. 239, 9000 St. Gallen";Bleifrei;12.12.2022;1,740 sFr;1,740 sFr;1
"Shell

Via Principale 4, 7743 Brusio";Bleifrei;24.08.2018;1,740 sFr;2,090 sFr;1
"Tamoil

Aargauerstr. 16, 5610 Wohlen AG";Bleifrei;24.01.2022;1,740 sFr;1,840 sFr;1
"Migrol

Luzernerstr. 64, 5630 Muri AG";Bleifrei;08.11.2021;1,740 sFr;1,830 sFr;1
"Coop

Luzernerstr. 33, 5630 Muri AG";Bleifrei;08.11.2021;1,740 sFr;1,830 sFr;1
"Eni

Luzernerstr. 13, 5630 Muri AG";Bleifrei;08.11.2021;1,740 sFr;1,830 sFr;1
"Shell

Aarauerstr. 21, 5630 Muri AG";Bleifrei;08.11.2021;1,740 sFr;1,830 sFr;1
"Landi

Zentralstr. 24, 5623 Boswil";Bleifrei;08.11.2021;1,740 sFr;1,830 sFr;1
"Avia

Zentralstr. 6, 5623 Boswil";Bleifrei;08.11.2021;1,740 sFr;1,830 sFr;1
"Eni

Route de Porrentruy 72, 2800 Delémont";Bleifrei;02.01.2022;1,740 sFr;1,870 sFr;1
"Piccadilly

Via Stazione, 6593 Cadenazzo";Bleifrei;11.10.2021;1,740 sFr;1,890 sFr;1
"Coop

Rue de Stand 56, 2800 Delémont";Bleifrei;02.01.2022;1,740 sFr;1,870 sFr;1
"BP

Via San Gottardo, 6593 Cadenazzo";Bleifrei;11.10.2021;1,740 sFr;1,890 sFr;1
"Autobus AG

Industriestr. 13, 4410 Liestal";Bleifrei;13.12.2022;1,740 sFr;1,740 sFr;1
"Agrola

Zürcherstr. 1, 5630 Muri AG";Bleifrei;08.11.2021;1,740 sFr;1,830 sFr;1
"Migrol Service

Muristrasse 8, 5623 Boswil";Bleifrei;08.11.2021;1,740 sFr;1,830 sFr;1
"Agrola

Bernstr. 240, 4852 Rothrist";Bleifrei;17.12.2022;1,740 sFr;1,740 sFr;1
"Agrola

Aeussere Klus 39, 4702 Oensingen";Bleifrei;02.01.2022;1,740 sFr;1,870 sFr;1
"Emil Frey DOSCH GARAGE

Via Maistra 46, 7500 St. Moritz";Bleifrei;18.10.2021;1,740 sFr;1,860 sFr;1
"Sprenger AG

Rorschacherstr. 281, 9000 St. Gallen";Bleifrei;12.12.2022;1,740 sFr;1,740 sFr;1
"Tödi-Garage AG

Linth-Escherstr. 1 , 8865 Bilten";Bleifrei;14.12.2022;1,740 sFr;1,740 sFr;1
"Landmaschinen Pfeiffer AG

Badstr. 45, 8867 Niederurnen";Bleifrei;14.12.2022;1,740 sFr;1,740 sFr;1
"Avia

Via Cantonale 1, 6760 Faido";Bleifrei;16.01.2022;1,740 sFr;1,870 sFr;1
"Avia

Nucleo Lavorgo, 6746 Lavorgo";Bleifrei;16.01.2022;1,740 sFr;1,870 sFr;1
"Avia

Via Bosa, 6743 Bodio TI";Bleifrei;16.01.2022;1,740 sFr;1,870 sFr;1
"Tamoil

Via Bellinzona, 6743 Bodio TI";Bleifrei;16.01.2022;1,740 sFr;1,870 sFr;1
"BP

Via Lucomagno, 6716 Acquarossa";Bleifrei;16.01.2022;1,740 sFr;1,870 sFr;1
"Coop Pronto

Landstr. 166, 5415 Nussbaumen AG";Bleifrei;10.12.2022;1,740 sFr;1,740 sFr;1
"Autocenter K. Flammer

Buchholzstr. 44, 8750 Glarus";Bleifrei;19.12.2022;1,740 sFr;1,740 sFr;1
"Stäger-Z AG

Ygrubenstrasse, 8750 Glarus";Bleifrei;19.12.2022;1,740 sFr;1,740 sFr;1
"Coop Pronto

Egnacherstr. 1, 9320 Arbon";Bleifrei;04.10.2021;1,740 sFr;1,890 sFr;1
"gschwend garage

Feldwiesenstr. 31, 9450 Altstätten SG";Bleifrei;02.07.2012;1,740 sFr;;1
"Socar

Via Vincenzo Vela, 6500 Bellinzona";Bleifrei;11.10.2021;1,740 sFr;1,890 sFr;1
"Simond

rte Boussens, 1042 Bettens";Bleifrei;13.08.2021;1,740 sFr;1,910 sFr;1
"Emil Frey

Chemin de Chatanerie, 1023 Crissier";Bleifrei;15.12.2022;1,740 sFr;1,740 sFr;1
"Landi Buchberg

Winkel 76, 8454 Buchberg";Bleifrei;21.06.2011;1,740 sFr;;1
"LGG Handels AG

Waldhof, 8585 Langrickenbach";Bleifrei;04.04.2011;1,740 sFr;;1
"Garage Kurt Hausherr

Schulstr. 20, 8462 Rheinau";Bleifrei;24.09.2011;1,740 sFr;;1
"Agrola

Neubrunn, 9304 Bernhardzell";Bleifrei;28.09.2014;1,740 sFr;;1
"Shell

Grenzstr. 72 , 8240 Thayngen";Bleifrei;27.11.2022;1,739 sFr;1,729 sFr;1
"Auto Bürki Pfyn

alte Landstr. 25, 8505 Pfyn";Bleifrei;20.12.2022;1,739 sFr;1,739 sFr;1
"Landi Marthalen

Dorfstr.24/Schulstr., 8465 Rudolfingen";Bleifrei;24.09.2011;1,739 sFr;;1
"Ruedi Rüssel

Thunstr. 72, 3700 Spiez";Bleifrei;25.07.2014;1,735 sFr;;1
"Ruedi Rüssel

Zürcherstr. 7, 4310 Rheinfelden";Bleifrei;09.06.2011;1,735 sFr;;1
"Coop

Rorschacherstr. 133, 9450 Lüchingen";Bleifrei;04.10.2021;1,730 sFr;1,880 sFr;1
"Tankstelle Zimmermann

Mülenenstr., 3703 Aeschi b. Spiez";Bleifrei;18.09.2020;1,730 sFr;2,230 sFr;1
"Socar

Konstanzerstr. 28, 8280 Kreuzlingen";Bleifrei;17.01.2022;1,730 sFr;1,860 sFr;1
"Avia

Oltnerstrasse 1, 4622 Egerkingen";Bleifrei;02.01.2022;1,730 sFr;1,860 sFr;1
"Statzione di benzina LEONE

Via San Gottardo 13, 6900 Lugano";Bleifrei;11.10.2021;1,730 sFr;1,880 sFr;1
"Schenk

Bittertenstr. 16, 4702 Oensingen";Bleifrei;15.09.2014;1,730 sFr;;1
"Agrola

Mülistr., 8426 Lufingen";Bleifrei;18.04.2014;1,730 sFr;;1
"Sonnenberg Garage

Ebni 18, 9053 Teufen AR";Bleifrei;07.10.2014;1,730 sFr;;1
"Freihof Garage

Oberdorf 67, 8752 Näfels";Bleifrei;19.12.2022;1,730 sFr;1,730 sFr;1
"Franz AG

Landstr. 71, 8750 Glarus";Bleifrei;19.12.2022;1,730 sFr;1,730 sFr;1
"Ruedi Rüssel

Höhe, 8750 Glarus";Bleifrei;19.12.2022;1,730 sFr;1,730 sFr;1
"Tondo AG Automobile

Hauptstr. 1, 8756 Mitlödi";Bleifrei;19.12.2022;1,730 sFr;1,730 sFr;1
"COOP Pronto

Löwenberg 48, 3280 Murten";Bleifrei;15.12.2022;1,730 sFr;1,730 sFr;1
"BP

Löwenberg, 3280 Murten";Bleifrei;15.12.2022;1,730 sFr;1,730 sFr;1
"Agrola

Hauptstr. 95, 8756 Mitlödi";Bleifrei;19.12.2022;1,730 sFr;1,730 sFr;1
"Migrol

Zürcherstr. 275, 8500 Frauenfeld";Bleifrei;04.10.2021;1,730 sFr;1,880 sFr;1
"Coop

Auerstr. 30, 9435 Heerbrugg";Bleifrei;04.10.2021;1,730 sFr;1,880 sFr;1
"Migrol

Auerstr. 20, 9435 Heerbrugg";Bleifrei;04.10.2021;1,730 sFr;1,880 sFr;1
"Migrol

Via S. Gottardo, 6780 Airolo";Bleifrei;16.01.2022;1,730 sFr;1,860 sFr;1
"Eni

Via San Gottardo, 6776 Piotta";Bleifrei;16.01.2022;1,730 sFr;1,860 sFr;1
"Socar

Via San Gottardo, 6775 Ambrì";Bleifrei;16.01.2022;1,730 sFr;1,860 sFr;1
"Tamoil

Fiesso di Mezzo, 6772 Rodi-Fiesso";Bleifrei;16.01.2022;1,730 sFr;1,860 sFr;1
"Avia

Seestr. 107, 9326 Horn";Bleifrei;04.10.2021;1,730 sFr;1,880 sFr;1
"Avia

Seestr. 33, 9326 Horn";Bleifrei;04.10.2021;1,730 sFr;1,880 sFr;1
"Mimi Marché

Route de la Fontaine 3, 2908 Grandfontaine";Bleifrei;02.01.2022;1,730 sFr;1,860 sFr;1
"Garage Martin Abt AG

Prattelerstrasse 57, 4132 Muttenz";Bleifrei;27.11.2022;1,730 sFr;1,720 sFr;1
"Landi

Alte Gasse 4, 6373 Ennetbürgen";Bleifrei;13.10.2014;1,730 sFr;;1
"Coop Pronto

Langfeldstr. 75 , 8500 Frauenfeld";Bleifrei;04.10.2021;1,730 sFr;1,880 sFr;1
"Taxon

Hinterdorfstr. 10, 5644 Auw";Bleifrei;08.11.2021;1,730 sFr;1,820 sFr;1
"Ruedi Rüssel

Hauptstr. 87, 9430 St. Margrethen SG";Bleifrei;04.10.2021;1,730 sFr;1,880 sFr;1
"BP Service Embrach

Zürcherstrasse 74, 8424 Embrach";Bleifrei;18.04.2014;1,730 sFr;;1
"Auto Bolli

Marthalerstr. 9, 8463 Benken ZH";Bleifrei;15.12.2022;1,729 sFr;1,729 sFr;1
"Eni Tankstelle Zürich Nord

Dörflistrasse 90, 8050 Zürich";Bleifrei;11.11.2014;1,725 sFr;;1
"RRG SA

rte Sarraz 6a, 1304 Cossonay-Ville";Bleifrei;08.06.2021;1,720 sFr;1,930 sFr;1
"AVI Amat

Tiefenweg 427, 8217 Wilchingen";Bleifrei;24.09.2011;1,720 sFr;;1
"Sonnen-Garage Moosleerau

Luzernerstrasse 145, 5054 Moosleerau";Bleifrei;16.12.2022;1,720 sFr;1,720 sFr;1
"Tamoil

Rue de Montsalvens, 1636 Broc";Bleifrei;25.06.2018;1,720 sFr;2,090 sFr;1
"Geiser Petro.com

Hallensträsschen, 4900 Langenthal";Bleifrei;12.12.2022;1,720 sFr;1,720 sFr;1
"Migrol

Kirchweg 88 - 90 , 8750 Glarus";Bleifrei;19.12.2022;1,720 sFr;1,720 sFr;1
"BP

Rorschacherstr. 271, 9000 St. Gallen";Bleifrei;01.09.2021;1,720 sFr;1,890 sFr;1
"MINI PRIX Littoral Shop

Avenue de Neuchâtel 91, 2024 St-Aubin-Sauges";Bleifrei;13.03.2017;1,720 sFr;;1
"Garage du Tennis Marly SA

Rte de Corbaroche 13 , 1723 Marly";Bleifrei;20.12.2022;1,720 sFr;1,720 sFr;1
"Jubin

Route de Delémont 41, 2802 Develier";Bleifrei;02.01.2022;1,720 sFr;1,850 sFr;1
"Tamoil

Konstanzerstr. 35, 8280 Kreuzlingen";Bleifrei;17.01.2022;1,720 sFr;1,850 sFr;1
"Garage Frei

Hauptstr. 58, 5074 Eiken";Bleifrei;10.05.2020;1,720 sFr;2,240 sFr;1
"Garage Walter Häfliger

Rothenstrasse, 6000 Luzern";Bleifrei;15.12.2022;1,720 sFr;1,720 sFr;1
"BP

Zürichstr. 37, 4922 Bützberg";Bleifrei;12.12.2022;1,720 sFr;1,720 sFr;1
"Agrola

Zürichstr. 32, 4922 Bützberg";Bleifrei;12.12.2022;1,720 sFr;1,720 sFr;1
"Fiechter

Kreuzmatt, 5723 Teufenthal AG";Bleifrei;20.12.2022;1,720 sFr;1,720 sFr;1
"BP

Schaffhauserstr. 1, 8472 Seuzach";Bleifrei;21.10.2018;1,720 sFr;2,050 sFr;1
"Coop

Zürcherstr. 32, 8500 Frauenfeld";Bleifrei;04.10.2021;1,720 sFr;1,870 sFr;1
"H. Wellauer AG

Zürcherstrasse 354, 8500 Frauenfeld";Bleifrei;20.02.2012;1,720 sFr;;1
"Avia

Palaweg, 7430 Thusis";Bleifrei;28.12.2021;1,720 sFr;1,850 sFr;1
"Benzin-Discount

Bremgarterstr. 48, 5610 Wohlen AG";Bleifrei;08.11.2021;1,720 sFr;1,810 sFr;1
"Ruedi Rüssel

Bremgarterstr. 32, 5610 Wohlen AG";Bleifrei;08.11.2021;1,720 sFr;1,810 sFr;1
"Garage Hüsler

Konsumweg 1, 5734 Reinach AG";Bleifrei;19.12.2022;1,715 sFr;1,715 sFr;1
"AVIA Seeblick

Landstrasse 25, 8595 Altnau";Bleifrei;04.10.2021;1,710 sFr;1,860 sFr;1
"Shell

Hauptstr. 30, 9422 Staad SG";Bleifrei;04.10.2021;1,710 sFr;1,860 sFr;1
"J.Windlin AG

Stanserstrasse 113, 6064 Kerns";Bleifrei;21.10.2014;1,710 sFr;;1
"Avia

Challstr. 8, 4116 Metzerlen";Bleifrei;12.11.2018;1,710 sFr;2,050 sFr;1
Melchtalerstrasse 5, 6064 Kerns;Bleifrei;21.10.2014;1,710 sFr;;1
"Coop

Gotthardstr. 23, 6414 Oberarth";Bleifrei;30.10.2021;1,710 sFr;1,800 sFr;1
"Coop

Bützbergstrasse 103, 4900 Langenthal";Bleifrei;12.12.2022;1,710 sFr;1,710 sFr;1
Brünigstrasse 109, 6060 Sarnen;Bleifrei;21.10.2014;1,710 sFr;;1
"C. de lavage hydrost.

rte de Lonay 7, 1026 Echandens";Bleifrei;20.12.2022;1,710 sFr;1,710 sFr;1
"Garage Müller AG

 Thermastr. 22, 8762 Schwanden GL";Bleifrei;19.12.2022;1,710 sFr;1,710 sFr;1
"Red Fox

Hauptstr., 9445 Rebstein";Bleifrei;04.10.2021;1,710 sFr;1,860 sFr;1
"ecostop Etzgen

Talstrasse 134, 5275 Etzgen";Bleifrei;20.12.2022;1,710 sFr;1,710 sFr;1
"Tamoil

Weinstrasse 23, 8280 Kreuzlingen";Bleifrei;04.10.2021;1,710 sFr;1,860 sFr;1
"August Studerus

Trön 8 , 9225 St. Pelagiberg";Bleifrei;19.12.2022;1,710 sFr;1,710 sFr;1
"Agrola

Bahndammweg 5, 8546 Islikon";Bleifrei;04.10.2021;1,710 sFr;1,860 sFr;1
"Garage de la Plaine

rte Plaine 20, 1026 Denges";Bleifrei;20.12.2022;1,710 sFr;1,710 sFr;1
"Landi Gächlingen

Im Chloster 2, 8214 Gächlingen";Bleifrei;24.09.2011;1,710 sFr;;1
"Automobile Rupp AG

Seebodenplatz, 7050 Arosa";Bleifrei;18.11.2018;1,710 sFr;2,070 sFr;1
"La Côte-Jura

Autoroute A1, 1182 Gilly";Bleifrei;10.04.2019;1,710 sFr;2,060 sFr;1
"Hergol

Altsagenstr. 20, 6048 Horw";Bleifrei;29.09.2014;1,710 sFr;;1
"MINI PRIX

Hauptstrasse 25A, 2556 Scheuren";Bleifrei;21.08.2014;1,710 sFr;;1
"Migrol

Tösstalstr. 31, 8483 Kollbrunn";Bleifrei;04.10.2021;1,710 sFr;1,860 sFr;1
"Agrola

Güterstr. 3, 8460 Marthalen";Bleifrei;21.10.2018;1,709 sFr;2,039 sFr;1
"ad Landgarage

Landstr. 22, 8248 Uhwiesen";Bleifrei;21.10.2018;1,709 sFr;2,039 sFr;1
"station Shell

av. Figuiers 22, 1007 Lausanne";Bleifrei;22.03.2021;1,705 sFr;1,955 sFr;1
"Argovia Tankstelle

Landstrasse 61, 5415 Nussbaumen AG";Bleifrei;10.12.2022;1,700 sFr;1,700 sFr;1
"Migrol

Gwattstr. 7, 8808 Pfäffikon SZ";Bleifrei;17.12.2022;1,700 sFr;1,700 sFr;1
"ecostop Niederhelfenschwil

Dorf 11, 9527 Niederhelfenschwil";Bleifrei;20.12.2022;1,700 sFr;1,700 sFr;1
"BP

Churerstrasse 134, 8808 Pfäffikon SZ";Bleifrei;17.12.2022;1,700 sFr;1,700 sFr;1
"Tamoil

Grandval 72, 2744 Belprahon";Bleifrei;02.01.2022;1,700 sFr;1,830 sFr;1
"Eni

Chemin de Champ-Francey 146, 1630 Bulle";Bleifrei;25.06.2018;1,700 sFr;2,070 sFr;1
"Celsa

Hauptstrasse 381, 1656 Jaun";Bleifrei;25.06.2018;1,700 sFr;2,070 sFr;1
"Tamoil

Rue du Centre 11, 1637 Charmey (Gruyère)";Bleifrei;25.06.2018;1,700 sFr;2,070 sFr;1
"Coop-Pronto

Zürcherstr. 74, 8852 Altendorf";Bleifrei;17.12.2022;1,700 sFr;1,700 sFr;1
"Ruedi Rüssel Tankstelle

Via Nova 9A, 7017 Flims Dorf";Bleifrei;14.10.2018;1,700 sFr;2,000 sFr;1
"Gustoil

Bernstr. 39, 4922 Bützberg";Bleifrei;12.12.2022;1,700 sFr;1,700 sFr;1
"Spurt

Nässi 956, 8723 Rufi";Bleifrei;14.12.2022;1,700 sFr;1,700 sFr;1
"Red Fox

Gasterstr. 63, 8722 Kaltbrunn";Bleifrei;14.12.2022;1,700 sFr;1,700 sFr;1
"Shell

Kantonsstr. 149, 8807 Freienbach";Bleifrei;10.12.2022;1,700 sFr;1,700 sFr;1
"Red Fox

Hauptstr. 70, 9323 Steinach";Bleifrei;04.10.2021;1,700 sFr;1,850 sFr;1
"Migrol

Schaffhauserstr. 315, 8000 Zürich";Bleifrei;12.11.2014;1,700 sFr;;1
"Migrol

Baselstr. 67, 4242 Laufen";Bleifrei;14.10.2021;1,700 sFr;1,820 sFr;1
"Agrola

Kriessernstr. 13, 9450 Altstätten SG";Bleifrei;02.07.2012;1,700 sFr;;1
"Fredys Tankstelle

Landstrasse 44, 5417 Untersiggenthal";Bleifrei;10.12.2022;1,700 sFr;1,700 sFr;1
"BP

Via San Gottardo, 6500 Bellinzona";Bleifrei;26.04.2014;1,700 sFr;;1
"Socar

route d'Anet 6, 1786 Sugiez";Bleifrei;05.11.2021;1,700 sFr;1,790 sFr;1
"Sports

Via Cantonale 7, 6814 Cadempino";Bleifrei;11.10.2021;1,700 sFr;1,850 sFr;1
"Avia

Hauptstr. 59, 4112 Bättwil";Bleifrei;12.11.2018;1,699 sFr;2,039 sFr;1
"Best Price

Neuländerstr. 7, 8865 Bilten";Bleifrei;15.12.2022;1,699 sFr;1,699 sFr;1
"Autogarage Muri, Rolf Wenger

Thunstrasse 25, 3074 Muri b. Bern";Bleifrei;06.04.2010;1,699 sFr;;1
"Forrenberg Süd

Nationalstr. A1, 8472 Seuzach";Bleifrei;19.09.2019;1,699 sFr;2,029 sFr;1
"Landi

Rellikonstr., 8124 Maur";Bleifrei;16.07.2018;1,695 sFr;2,045 sFr;1
"Friderici

ch Emeraude 8, 1214 Vernier";Bleifrei;17.12.2022;1,690 sFr;1,690 sFr;1
"Agrola

Hauptstrasse 36, 3713 Reichenbach i. K.";Bleifrei;13.07.2021;1,690 sFr;1,840 sFr;1
"Coop Pronto

Hauptstr. 38 , 3713 Reichenbach i. K.";Bleifrei;13.07.2021;1,690 sFr;1,840 sFr;1
"BP Service Spiez

Simmentalstr. 30, 3700 Spiez";Bleifrei;13.07.2021;1,690 sFr;1,840 sFr;1
"Coop

Rorschacherstr. 92 , 9424 Rheineck";Bleifrei;04.10.2021;1,690 sFr;1,840 sFr;1
"station Eni

rte Lausanne 9, 1040 Echallens";Bleifrei;16.03.2021;1,690 sFr;1,940 sFr;1
"Agrola

Thunstr. 1, 3700 Spiez";Bleifrei;13.07.2021;1,690 sFr;1,840 sFr;1
"Agip

Bodenstr. 1, 3715 Adelboden";Bleifrei;13.07.2021;1,690 sFr;1,840 sFr;1
"Migrol Tankstelle

Hauptstr. 25, 3713 Reichenbach i. K.";Bleifrei;13.07.2021;1,690 sFr;1,840 sFr;1
"BP

Hauptstr. 4a, 3711 Mülenen";Bleifrei;13.07.2021;1,690 sFr;1,840 sFr;1
"Shell

Hauptstr. 46, 4112 Bättwil";Bleifrei;12.11.2018;1,690 sFr;2,030 sFr;1
"Schlossgarage Lampert AG

Zollstr. 1, 9490 Vaduz";Bleifrei;10.06.2019;1,690 sFr;2,010 sFr;1
"Socar

Feldstr. 10, 8105 Regensdorf";Bleifrei;05.11.2014;1,690 sFr;;1
"Rue de la Chapelle 54

Rue de la Chapelle 54, 2035 Corcelles NE";Bleifrei;23.06.2014;1,690 sFr;;1
"MINI PRIX Station Service Les Pereuses

Rue des Draizes 7, 2000 Neuchâtel";Bleifrei;23.06.2014;1,690 sFr;;1
"Pneu Bögli AG

Gewerbestr. 7, 4528 Zuchwil";Bleifrei;19.12.2022;1,690 sFr;1,690 sFr;1
"Migrol

 Kempttalstr. 73, 8320 Fehraltorf";Bleifrei;19.09.2021;1,690 sFr;1,870 sFr;1
"Ruedi Rüssel Gempenach

Hauptstr. 41, 3215 Gempenach";Bleifrei;28.11.2014;1,690 sFr;;1
"Agrola

Gass 1690, 9107 Urnäsch";Bleifrei;31.12.2013;1,690 sFr;;1
"Voser Transport AG

Industriestr.10, 5432 Neuenhof";Bleifrei;10.12.2022;1,690 sFr;1,690 sFr;1
"Ruedi Rüssel

Wasserbühlen, 3818 Grindelwald";Bleifrei;08.10.2018;1,690 sFr;1,990 sFr;1
"Agrola

Im alten Riet 131, 9494 Schaan";Bleifrei;01.10.2020;1,690 sFr;2,190 sFr;1
"Tamoil

Kempttalstr. 21, 8320 Fehraltorf";Bleifrei;19.09.2021;1,690 sFr;1,870 sFr;1
"Shell

Kempttalstr. 43, 8308 Illnau";Bleifrei;19.09.2021;1,690 sFr;1,870 sFr;1
"Coop Pronto

Zürcherstrasse 49, 4310 Rheinfelden";Bleifrei;06.03.2016;1,690 sFr;;1
"Scall

Sonneggstr. 42/44, 8000 Zürich";Bleifrei;22.07.2021;1,690 sFr;1,840 sFr;1
"Coop

Hohlstr. 461, 8000 Zürich";Bleifrei;31.07.2021;1,690 sFr;1,860 sFr;1
"Garage Frei

Hauptstr. 181, 4625 Oberbuchsiten";Bleifrei;02.01.2022;1,690 sFr;1,820 sFr;1
"FTG GmbH

Sihlfeldstr. 125, 8000 Zürich";Bleifrei;02.06.2018;1,690 sFr;2,020 sFr;1
"Friderici

rte Molliau 30, 1131 Tolochenaz";Bleifrei;17.12.2022;1,690 sFr;1,690 sFr;1
"Autobahn-Raststätte St. Margrethen

Nebengraben, 9430 St. Margrethen SG";Bleifrei;26.11.2014;1,690 sFr;;1
"Garage Ebnet

St. Gallerstr. 122, 9032 Engelburg";Bleifrei;25.01.2011;1,690 sFr;;1
"Bebi Bircher

Bibersteinerstr. 60, 5022 Rombach";Bleifrei;29.06.2013;1,690 sFr;;1
"Coop Tankstelle BEO

Simmenthalstr. 58 , 3700 Spiez";Bleifrei;13.07.2021;1,690 sFr;1,840 sFr;1
